codCliente,codPoliza,Edad,Ramo,Y,Salud,Vida,Autos,Cumplimiento,Patrimoniales,Otros
5493,4849,65,Vida,Patrimoniales,0,1,0,0,0,0
5497,16587,72,Cumplimiento,Autos,0,0,0,1,0,0
5497,4651,72,Autos,Salud,0,0,1,1,0,0
5497,4825,72,Salud,Patrimoniales,1,0,1,1,0,0
5497,4675,72,Patrimoniales,Vida,1,0,1,1,1,0
5499,13142,66,Autos,Vida,0,0,1,0,0,0
5500,4783,70,Vida,Autos,0,1,0,0,0,0
5502,4850,61,Vida,Autos,0,1,0,0,0,0
5505,4701,42,Vida,Salud,0,1,0,0,0,0
5506,196816,66,Autos,Vida,0,0,1,0,0,0
5513,4644,60,Autos,Vida,0,0,1,0,0,0
5515,4703,53,Vida,Autos,0,1,0,0,0,0
5515,180826,53,Autos,Patrimoniales,0,1,1,0,0,0
5518,12998,63,Autos,Salud,0,0,1,0,0,0
5541,4761,44,Vida,Patrimoniales,0,1,0,0,0,0
5559,4792,36,Vida,Salud,0,1,0,0,0,0
5563,4820,36,Salud,Vida,1,0,0,0,0,0
5569,4830,41,Salud,Vida,1,0,0,0,0,0
5579,4827,65,Salud,Vida,1,0,0,0,0,0
5593,200662,26,Cumplimiento,Patrimoniales,0,0,0,1,0,0
5604,202611,31,Autos,Vida,0,0,1,0,0,0
5678,158130,0,Autos,Patrimoniales,0,0,1,0,0,0
5679,5544,39,Patrimoniales,Vida,0,0,0,0,1,0
5679,5306,39,Vida,Salud,0,1,0,0,1,0
5680,81187,38,Autos,Salud,0,0,1,0,0,0
5680,5285,38,Salud,Vida,1,0,1,0,0,0
5687,5307,0,Vida,Autos,0,1,0,0,0,0
5687,158120,0,Autos,Salud,0,1,1,0,0,0
5691,5188,38,Patrimoniales,Salud,0,0,0,0,1,0
5704,5263,37,Salud,Patrimoniales,1,0,0,0,0,0
5704,5152,37,Patrimoniales,Vida,1,0,0,0,1,0
5711,39200,36,Salud,Patrimoniales,1,0,0,0,0,0
5715,5380,39,Vida,Patrimoniales,0,1,0,0,0,0
5716,173697,38,Autos,Vida,0,0,1,0,0,0
5718,4917,36,Autos,Patrimoniales,0,0,1,0,0,0
5718,5208,36,Patrimoniales,Salud,0,0,1,0,1,0
5720,5330,37,Salud,Autos,1,0,0,0,0,0
5721,125812,37,Autos,Salud,0,0,1,0,0,0
5724,5374,30,Vida,Autos,0,1,0,0,0,0
5730,136136,31,Autos,Patrimoniales,0,0,1,0,0,0
5735,4891,0,Autos,Salud,0,0,1,0,0,0
5736,14892,40,Patrimoniales,Autos,0,0,0,0,1,0
5753,5058,41,Vida,Patrimoniales,0,1,0,0,0,0
5763,28522,86,Cumplimiento,Autos,0,0,0,1,0,0
5768,4959,70,Autos,Salud,0,0,1,0,0,0
5768,86658,70,Salud,Vida,1,0,1,0,0,0
5771,5239,51,Salud,Autos,1,0,0,0,0,0
5771,181241,51,Autos,Patrimoniales,1,0,1,0,0,0
5777,5274,60,Salud,Autos,1,0,0,0,0,0
5787,158132,0,Autos,Salud,0,0,1,0,0,0
5791,5266,50,Salud,Autos,1,0,0,0,0,0
5795,5264,54,Salud,Autos,1,0,0,0,0,0
5811,5280,72,Salud,Patrimoniales,1,0,0,0,0,0
5823,5305,42,Salud,Patrimoniales,1,0,0,0,0,0
5824,5087,44,Patrimoniales,Salud,0,0,0,0,1,0
5824,5269,44,Salud,Autos,1,0,0,0,1,0
5825,139551,44,Vida,Patrimoniales,0,1,0,0,0,0
5835,5289,54,Vida,Salud,0,1,0,0,0,0
5835,5304,54,Salud,Patrimoniales,1,1,0,0,0,0
5836,5376,52,Vida,Salud,0,1,0,0,0,0
5840,5368,0,Vida,Autos,0,1,0,0,0,0
5841,125807,46,Autos,Salud,0,0,1,0,0,0
5842,125822,45,Autos,Vida,0,0,1,0,0,0
5856,5257,67,Salud,Cumplimiento,1,0,0,0,0,0
5861,5302,49,Salud,Vida,1,0,0,0,0,0
5862,158142,0,Autos,Vida,0,0,1,0,0,0
5868,5377,45,Vida,Salud,0,1,0,0,0,0
5994,182303,76,Autos,Salud,0,0,1,0,0,0
6019,16697,33,Salud,Vida,1,0,0,0,0,0
6042,168249,35,Salud,Vida,1,0,0,0,0,0
6094,6104,35,Vida,Autos,0,1,0,0,0,0
6094,125901,35,Autos,Patrimoniales,0,1,1,0,0,0
6094,140862,35,Patrimoniales,Salud,0,1,1,0,1,0
6095,7515,30,Salud,Vida,1,0,0,0,0,0
6095,6533,30,Vida,Autos,1,1,0,0,0,0
6210,63225,24,Salud,Autos,1,0,0,0,0,0
6210,5616,24,Autos,Vida,1,0,1,0,0,0
6239,6926,39,Vida,Patrimoniales,0,1,0,0,0,0
6260,6162,34,Vida,Salud,0,1,0,0,0,0
6272,6896,38,Vida,Salud,0,1,0,0,0,0
6274,29451,36,Salud,Autos,1,0,0,0,0,0
6275,6238,34,Vida,Autos,0,1,0,0,0,0
6275,5627,34,Autos,Patrimoniales,0,1,1,0,0,0
6275,173153,34,Patrimoniales,Salud,0,1,1,0,1,0
6279,6298,34,Vida,Patrimoniales,0,1,0,0,0,0
6294,6224,31,Vida,Autos,0,1,0,0,0,0
6301,16209,33,Autos,Salud,0,0,1,0,0,0
6311,125863,38,Autos,Patrimoniales,0,0,1,0,0,0
6312,21279,37,Vida,Autos,0,1,0,0,0,0
6313,66599,37,Salud,Vida,1,0,0,0,0,0
6313,7287,37,Vida,Autos,1,1,0,0,0,0
6327,5921,28,Salud,Autos,1,0,0,0,0,0
6329,6008,28,Vida,Salud,0,1,0,0,0,0
6338,125838,27,Autos,Salud,0,0,1,0,0,0
6395,6172,31,Vida,Salud,0,1,0,0,0,0
6576,7175,28,Vida,Autos,0,1,0,0,0,0
6648,6935,33,Vida,Salud,0,1,0,0,0,0
6811,179713,37,Autos,Vida,0,0,1,0,0,0
6811,7189,37,Vida,Salud,0,1,1,0,0,0
6829,5794,33,Patrimoniales,Vida,0,0,0,0,1,0
6829,6667,33,Vida,Autos,0,1,0,0,1,0
6829,16687,33,Autos,Salud,0,1,1,0,1,0
6880,5918,37,Salud,Vida,1,0,0,0,0,0
6898,5759,33,Patrimoniales,Salud,0,0,0,0,1,0
6898,5873,33,Salud,Vida,1,0,0,0,1,0
6899,5818,35,Patrimoniales,Autos,0,0,0,0,1,0
6918,7103,32,Vida,Salud,0,1,0,0,0,0
6920,5954,31,Salud,Vida,1,0,0,0,0,0
6921,6189,30,Vida,Autos,0,1,0,0,0,0
7009,6152,45,Vida,Salud,0,1,0,0,0,0
7012,7148,53,Vida,Salud,0,1,0,0,0,0
7026,5799,58,Patrimoniales,Vida,0,0,0,0,1,0
7032,6092,45,Vida,Autos,0,1,0,0,0,0
7039,5617,49,Autos,Salud,0,0,1,0,0,0
7042,7519,61,Salud,Vida,1,0,0,0,0,0
7108,7512,63,Salud,Vida,1,0,0,0,0,0
7112,5803,51,Patrimoniales,Salud,0,0,0,0,1,0
7123,6242,58,Vida,Autos,0,1,0,0,0,0
7149,6270,47,Vida,Salud,0,1,0,0,0,0
7151,7192,45,Vida,Salud,0,1,0,0,0,0
7153,5841,42,Salud,Vida,1,0,0,0,0,0
7172,6208,48,Vida,Autos,0,1,0,0,0,0
7172,125842,48,Autos,Salud,0,1,1,0,0,0
7180,179712,66,Autos,Salud,0,0,1,0,0,0
7221,5858,43,Salud,Patrimoniales,1,0,0,0,0,0
7226,5650,42,Autos,Patrimoniales,0,0,1,0,0,0
7226,173431,42,Patrimoniales,Salud,0,0,1,0,1,0
7226,5943,42,Salud,Vida,1,0,1,0,1,0
7235,6040,45,Vida,Patrimoniales,0,1,0,0,0,0
7243,6290,60,Vida,Salud,0,1,0,0,0,0
7253,7046,41,Vida,Salud,0,1,0,0,0,0
7255,6234,39,Vida,Salud,0,1,0,0,0,0
7270,6073,50,Vida,Autos,0,1,0,0,0,0
7270,5641,50,Autos,Salud,0,1,1,0,0,0
7271,6061,59,Vida,Autos,0,1,0,0,0,0
7272,7526,59,Salud,Vida,1,0,0,0,0,0
7283,5877,49,Salud,Vida,1,0,0,0,0,0
7304,6142,45,Vida,Autos,0,1,0,0,0,0
7304,16614,45,Autos,Salud,0,1,1,0,0,0
7304,60689,45,Salud,Patrimoniales,1,1,1,0,0,0
7310,6111,41,Vida,Salud,0,1,0,0,0,0
7357,125873,46,Autos,Salud,0,0,1,0,0,0
7380,5906,67,Salud,Autos,1,0,0,0,0,0
7380,5560,67,Autos,Vida,1,0,1,0,0,0
7399,7527,69,Salud,Autos,1,0,0,0,0,0
7399,5558,69,Autos,Patrimoniales,1,0,1,0,0,0
7399,177126,69,Patrimoniales,Vida,1,0,1,0,1,0
7405,5892,48,Salud,Vida,1,0,0,0,0,0
7422,6047,65,Vida,Salud,0,1,0,0,0,0
7434,5809,45,Salud,Vida,1,0,0,0,0,0
7437,21392,46,Vida,Salud,0,1,0,0,0,0
7438,7201,44,Vida,Autos,0,1,0,0,0,0
7447,13198,45,Vida,Salud,0,1,0,0,0,0
7450,13305,46,Vida,Salud,0,1,0,0,0,0
7473,6022,61,Vida,Patrimoniales,0,1,0,0,0,0
7487,6684,52,Vida,Autos,0,1,0,0,0,0
7493,5944,45,Salud,Vida,1,0,0,0,0,0
7496,6163,48,Vida,Patrimoniales,0,1,0,0,0,0
7547,6286,50,Vida,Autos,0,1,0,0,0,0
7580,6967,54,Vida,Patrimoniales,0,1,0,0,0,0
7584,6236,40,Vida,Salud,0,1,0,0,0,0
7644,6179,56,Vida,Autos,0,1,0,0,0,0
7693,6195,56,Vida,Autos,0,1,0,0,0,0
7693,5654,56,Autos,Salud,0,1,1,0,0,0
7701,13219,49,Vida,Salud,0,1,0,0,0,0
7703,5961,48,Vida,Salud,0,1,0,0,0,0
7703,5882,48,Salud,Patrimoniales,1,1,0,0,0,0
7709,161125,0,Autos,Vida,0,0,1,0,0,0
7709,6188,0,Vida,Salud,0,1,1,0,0,0
7713,125875,42,Autos,Vida,0,0,1,0,0,0
7713,6177,42,Vida,Salud,0,1,1,0,0,0
7715,7195,40,Vida,Salud,0,1,0,0,0,0
7716,5838,40,Patrimoniales,Vida,0,0,0,0,1,0
7716,6148,40,Vida,Salud,0,1,0,0,1,0
7736,125919,37,Autos,Salud,0,0,1,0,0,0
7752,11336,43,Salud,Patrimoniales,1,0,0,0,0,0
7756,7506,47,Salud,Autos,1,0,0,0,0,0
7801,16660,31,Patrimoniales,Vida,0,0,0,0,1,0
7817,17111,67,Patrimoniales,Salud,0,0,0,0,1,0
7898,211655,60,Autos,Patrimoniales,0,0,1,0,0,0
7954,11364,68,Vida,Autos,0,1,0,0,0,0
7975,16661,23,Vida,Salud,0,1,0,0,0,0
8014,7781,61,Autos,Vida,0,0,1,0,0,0
8028,99779,43,Patrimoniales,Salud,0,0,0,0,1,0
8029,11306,63,Vida,Patrimoniales,0,1,0,0,0,0
8029,11305,63,Patrimoniales,Autos,0,1,0,0,1,0
8758,157222,31,Salud,Vida,1,0,0,0,0,0
8781,13076,0,Vida,Salud,0,1,0,0,0,0
8784,13080,56,Vida,Autos,0,1,0,0,0,0
8813,182296,40,Autos,Vida,0,0,1,0,0,0
8841,13183,48,Salud,Vida,1,0,0,0,0,0
8849,13199,43,Vida,Salud,0,1,0,0,0,0
8851,13203,39,Vida,Salud,0,1,0,0,0,0
8918,13323,44,Autos,Salud,0,0,1,0,0,0
8920,13325,49,Autos,Vida,0,0,1,0,0,0
8922,13328,27,Autos,Vida,0,0,1,0,0,0
8950,13376,39,Salud,Autos,1,0,0,0,0,0
8957,13429,38,Cumplimiento,Patrimoniales,0,0,0,1,0,0
8987,100338,42,Vida,Autos,0,1,0,0,0,0
8998,80764,0,Patrimoniales,Vida,0,0,0,0,1,0
9099,14761,34,Vida,Salud,0,1,0,0,0,0
9103,81264,39,Autos,Salud,0,0,1,0,0,0
9104,14666,39,Vida,Patrimoniales,0,1,0,0,0,0
9110,178143,36,Vida,Salud,0,1,0,0,0,0
9119,14714,34,Vida,Salud,0,1,0,0,0,0
9125,14303,28,Salud,Autos,1,0,0,0,0,0
9126,14812,0,Vida,Autos,0,1,0,0,0,0
9130,14416,39,Salud,Patrimoniales,1,0,0,0,0,0
9145,14703,39,Vida,Salud,0,1,0,0,0,0
9146,14332,38,Salud,Vida,1,0,0,0,0,0
9148,81274,38,Autos,Patrimoniales,0,0,1,0,0,0
9148,14117,38,Patrimoniales,Vida,0,0,1,0,1,0
9148,14701,38,Vida,Salud,0,1,1,0,1,0
9155,14772,30,Vida,Patrimoniales,0,1,0,0,0,0
9155,14074,30,Patrimoniales,Autos,0,1,0,0,1,0
9158,14661,41,Vida,Autos,0,1,0,0,0,0
9167,14290,38,Salud,Autos,1,0,0,0,0,0
9168,14267,37,Salud,Autos,1,0,0,0,0,0
9170,135966,37,Autos,Vida,0,0,1,0,0,0
9173,14678,37,Vida,Salud,0,1,0,0,0,0
9178,53476,36,Salud,Patrimoniales,1,0,0,0,0,0
9179,81259,35,Autos,Salud,0,0,1,0,0,0
9181,14735,35,Vida,Autos,0,1,0,0,0,0
9181,16643,35,Autos,Patrimoniales,0,1,1,0,0,0
9184,14062,33,Patrimoniales,Vida,0,0,0,0,1,0
9189,16676,30,Autos,Vida,0,0,1,0,0,0
9192,14797,29,Vida,Salud,0,1,0,0,0,0
9193,13540,28,Autos,Vida,0,0,1,0,0,0
9201,14750,36,Vida,Autos,0,1,0,0,0,0
9206,15862,31,Patrimoniales,Vida,0,0,0,0,1,0
9207,14802,28,Vida,Autos,0,1,0,0,0,0
9207,14894,28,Autos,Patrimoniales,0,1,1,0,0,0
9209,14238,38,Salud,Vida,1,0,0,0,0,0
9215,14644,33,Vida,Patrimoniales,0,1,0,0,0,0
9220,14826,36,Vida,Salud,0,1,0,0,0,0
9220,14437,36,Salud,Autos,1,1,0,0,0,0
9233,14825,38,Vida,Patrimoniales,0,1,0,0,0,0
9236,14726,36,Vida,Autos,0,1,0,0,0,0
9240,14295,37,Salud,Vida,1,0,0,0,0,0
9246,14734,39,Vida,Salud,0,1,0,0,0,0
9246,14363,39,Salud,Autos,1,1,0,0,0,0
9250,14781,39,Vida,Patrimoniales,0,1,0,0,0,0
9252,14108,39,Patrimoniales,Vida,0,0,0,0,1,0
9253,14785,38,Vida,Salud,0,1,0,0,0,0
9256,14677,38,Vida,Salud,0,1,0,0,0,0
9258,13557,0,Autos,Salud,0,0,1,0,0,0
9266,15871,36,Autos,Salud,0,0,1,0,0,0
9266,14426,36,Salud,Vida,1,0,1,0,0,0
9268,16589,38,Autos,Salud,0,0,1,0,0,0
9269,14272,35,Salud,Vida,1,0,0,0,0,0
9269,195508,35,Vida,Patrimoniales,1,1,0,0,0,0
9279,13508,35,Autos,Salud,0,0,1,0,0,0
9279,14289,35,Salud,Patrimoniales,1,0,1,0,0,0
9281,14314,37,Salud,Autos,1,0,0,0,0,0
9310,14176,55,Salud,Vida,1,0,0,0,0,0
9312,14660,41,Vida,Salud,0,1,0,0,0,0
9313,13578,59,Autos,Vida,0,0,1,0,0,0
9313,14540,59,Vida,Salud,0,1,1,0,0,0
9313,14353,59,Salud,Patrimoniales,1,1,1,0,0,0
9315,14819,50,Vida,Salud,0,1,0,0,0,0
9315,14210,50,Salud,Patrimoniales,1,1,0,0,0,0
9318,14018,44,Cumplimiento,Vida,0,0,0,1,0,0
9318,192993,44,Vida,Patrimoniales,0,1,0,1,0,0
9322,14425,46,Salud,Vida,1,0,0,0,0,0
9329,14004,81,Patrimoniales,Salud,0,0,0,0,1,0
9337,14753,65,Vida,Salud,0,1,0,0,0,0
9342,14727,64,Vida,Autos,0,1,0,0,0,0
9344,14494,42,Vida,Patrimoniales,0,1,0,0,0,0
9344,14075,42,Patrimoniales,Salud,0,1,0,0,1,0
9347,81254,49,Patrimoniales,Salud,0,0,0,0,1,0
9347,14224,49,Salud,Vida,1,0,0,0,1,0
9351,14378,46,Salud,Vida,1,0,0,0,0,0
9353,14543,53,Vida,Patrimoniales,0,1,0,0,0,0
9355,14296,46,Salud,Patrimoniales,1,0,0,0,0,0
9356,14768,47,Vida,Salud,0,1,0,0,0,0
9365,14614,42,Vida,Salud,0,1,0,0,0,0
9365,14387,42,Salud,Autos,1,1,0,0,0,0
9369,14028,80,Patrimoniales,Autos,0,0,0,0,1,0
9384,14837,69,Vida,Autos,0,1,0,0,0,0
9401,14216,50,Salud,Vida,1,0,0,0,0,0
9401,14575,50,Vida,Autos,1,1,0,0,0,0
9406,14704,41,Vida,Salud,0,1,0,0,0,0
9409,14498,70,Vida,Salud,0,1,0,0,0,0
9416,81262,62,Patrimoniales,Vida,0,0,0,0,1,0
9426,14284,57,Salud,Vida,1,0,0,0,0,0
9427,14599,50,Vida,Salud,0,1,0,0,0,0
9432,14572,63,Vida,Autos,0,1,0,0,0,0
9432,13569,63,Autos,Patrimoniales,0,1,1,0,0,0
9432,14039,63,Patrimoniales,Salud,0,1,1,0,1,0
9436,14651,61,Vida,Salud,0,1,0,0,0,0
9440,14408,56,Salud,Patrimoniales,1,0,0,0,0,0
9440,14012,56,Patrimoniales,Vida,1,0,0,0,1,0
9454,14548,65,Vida,Autos,0,1,0,0,0,0
9454,13474,65,Autos,Patrimoniales,0,1,1,0,0,0
9457,13460,63,Autos,Salud,0,0,1,0,0,0
9459,14581,62,Vida,Autos,0,1,0,0,0,0
9464,14513,46,Vida,Salud,0,1,0,0,0,0
9475,14613,60,Vida,Patrimoniales,0,1,0,0,0,0
9475,14000,60,Patrimoniales,Autos,0,1,0,0,1,0
9488,14512,49,Vida,Autos,0,1,0,0,0,0
9488,169600,49,Autos,Salud,0,1,1,0,0,0
9490,13487,48,Autos,Salud,0,0,1,0,0,0
9491,13536,47,Autos,Vida,0,0,1,0,0,0
9491,160364,47,Vida,Salud,0,1,1,0,0,0
9492,14309,55,Salud,Autos,1,0,0,0,0,0
9495,14629,53,Vida,Salud,0,1,0,0,0,0
9496,14522,55,Vida,Salud,0,1,0,0,0,0
9496,14302,55,Salud,Autos,1,1,0,0,0,0
9497,14583,0,Vida,Patrimoniales,0,1,0,0,0,0
9497,207928,0,Patrimoniales,Autos,0,1,0,0,1,0
9497,13485,0,Autos,Salud,0,1,1,0,1,0
9498,133222,51,Vida,Salud,0,1,0,0,0,0
9501,14017,0,Patrimoniales,Vida,0,0,0,0,1,0
9506,14203,46,Salud,Vida,1,0,0,0,0,0
9511,14266,44,Salud,Vida,1,0,0,0,0,0
9512,14598,43,Vida,Salud,0,1,0,0,0,0
9519,14229,40,Salud,Vida,1,0,0,0,0,0
9524,14596,44,Vida,Salud,0,1,0,0,0,0
9534,14560,48,Vida,Patrimoniales,0,1,0,0,0,0
9534,14026,48,Patrimoniales,Salud,0,1,0,0,1,0
9537,14104,41,Patrimoniales,Salud,0,0,0,0,1,0
9545,13452,67,Autos,Salud,0,0,1,0,0,0
9546,14346,68,Salud,Autos,1,0,0,0,0,0
9547,14668,68,Vida,Salud,0,1,0,0,0,0
9551,13583,69,Autos,Salud,0,0,1,0,0,0
9551,14294,69,Salud,Vida,1,0,1,0,0,0
9558,14578,65,Vida,Autos,0,1,0,0,0,0
9558,13478,65,Autos,Salud,0,1,1,0,0,0
9559,14692,63,Vida,Salud,0,1,0,0,0,0
9561,14319,0,Salud,Vida,1,0,0,0,0,0
9562,13454,61,Autos,Salud,0,0,1,0,0,0
9562,14185,61,Salud,Patrimoniales,1,0,1,0,0,0
9566,14519,59,Vida,Salud,0,1,0,0,0,0
9567,14233,58,Salud,Vida,1,0,0,0,0,0
9581,14637,42,Vida,Autos,0,1,0,0,0,0
9582,16301,42,Autos,Salud,0,0,1,0,0,0
9585,14493,43,Vida,Patrimoniales,0,1,0,0,0,0
9585,14095,43,Patrimoniales,Salud,0,1,0,0,1,0
9586,14769,54,Vida,Salud,0,1,0,0,0,0
9591,14287,65,Salud,Vida,1,0,0,0,0,0
9592,13986,64,Patrimoniales,Autos,0,0,0,0,1,0
9595,14569,63,Vida,Salud,0,1,0,0,0,0
9601,14740,60,Vida,Salud,0,1,0,0,0,0
9601,14140,60,Salud,Autos,1,1,0,0,0,0
9604,14577,61,Vida,Salud,0,1,0,0,0,0
9608,14555,58,Vida,Patrimoniales,0,1,0,0,0,0
9609,14278,58,Salud,Vida,1,0,0,0,0,0
9612,14587,57,Vida,Salud,0,1,0,0,0,0
9614,169540,56,Vida,Salud,0,1,0,0,0,0
9615,14536,55,Vida,Patrimoniales,0,1,0,0,0,0
9630,13457,48,Autos,Patrimoniales,0,0,1,0,0,0
9632,14514,47,Vida,Salud,0,1,0,0,0,0
9637,14609,48,Vida,Autos,0,1,0,0,0,0
9639,14485,48,Vida,Salud,0,1,0,0,0,0
9641,13990,48,Patrimoniales,Salud,0,0,0,0,1,0
9642,14693,48,Vida,Salud,0,1,0,0,0,0
9643,14679,49,Vida,Salud,0,1,0,0,0,0
9645,14638,52,Vida,Autos,0,1,0,0,0,0
9649,14143,0,Salud,Vida,1,0,0,0,0,0
9667,14804,41,Vida,Salud,0,1,0,0,0,0
9669,14338,0,Salud,Vida,1,0,0,0,0,0
9680,14859,79,Salud,Autos,1,0,0,0,0,0
9687,14264,75,Salud,Autos,1,0,0,0,0,0
9699,14277,60,Salud,Vida,1,0,0,0,0,0
9700,14259,42,Salud,Autos,1,0,0,0,0,0
9700,13534,42,Autos,Patrimoniales,1,0,1,0,0,0
9702,16183,61,Autos,Patrimoniales,0,0,1,0,0,0
9702,89770,61,Patrimoniales,Vida,0,0,1,0,1,0
9706,13443,58,Autos,Salud,0,0,1,0,0,0
9709,14611,57,Vida,Salud,0,1,0,0,0,0
9712,14551,56,Vida,Salud,0,1,0,0,0,0
9713,14591,54,Vida,Autos,0,1,0,0,0,0
9715,14175,52,Salud,Vida,1,0,0,0,0,0
9715,14652,52,Vida,Patrimoniales,1,1,0,0,0,0
9716,14506,50,Vida,Autos,0,1,0,0,0,0
9718,16246,52,Autos,Salud,0,0,1,0,0,0
9723,169213,46,Patrimoniales,Salud,0,0,0,0,1,0
9730,14635,39,Vida,Salud,0,1,0,0,0,0
9730,14242,39,Salud,Patrimoniales,1,1,0,0,0,0
9731,14293,39,Salud,Autos,1,0,0,0,0,0
9733,14814,58,Vida,Autos,0,1,0,0,0,0
9733,133223,58,Autos,Salud,0,1,1,0,0,0
9740,14083,44,Patrimoniales,Salud,0,0,0,0,1,0
9847,81349,38,Autos,Vida,0,0,1,0,0,0
9847,15357,38,Vida,Patrimoniales,0,1,1,0,0,0
9848,126284,39,Autos,Salud,0,0,1,0,0,0
9850,15304,0,Vida,Patrimoniales,0,1,0,0,0,0
9880,126254,39,Autos,Vida,0,0,1,0,0,0
9885,15343,39,Vida,Patrimoniales,0,1,0,0,0,0
9885,126224,39,Patrimoniales,Salud,0,1,0,0,1,0
9888,126205,38,Salud,Vida,1,0,0,0,0,0
9889,91173,38,Autos,Salud,0,0,1,0,0,0
9890,15312,38,Vida,Autos,0,1,0,0,0,0
9891,126253,38,Autos,Vida,0,0,1,0,0,0
9897,15332,34,Vida,Autos,0,1,0,0,0,0
9901,194888,30,Salud,Vida,1,0,0,0,0,0
9901,22736,30,Vida,Autos,1,1,0,0,0,0
9919,14934,71,Autos,Salud,0,0,1,0,0,0
9921,14910,67,Autos,Patrimoniales,0,0,1,0,0,0
9924,15346,47,Vida,Patrimoniales,0,1,0,0,0,0
9926,15330,46,Vida,Salud,0,1,0,0,0,0
9927,15187,45,Patrimoniales,Autos,0,0,0,0,1,0
9930,15227,46,Salud,Patrimoniales,1,0,0,0,0,0
9931,15151,56,Patrimoniales,Autos,0,0,0,0,1,0
9934,81358,44,Autos,Salud,0,0,1,0,0,0
9946,15263,67,Salud,Vida,1,0,0,0,0,0
9950,15301,63,Salud,Autos,1,0,0,0,0,0
9955,158079,54,Autos,Salud,0,0,1,0,0,0
9958,15198,50,Salud,Vida,1,0,0,0,0,0
9959,15352,0,Vida,Autos,0,1,0,0,0,0
9963,15200,50,Patrimoniales,Autos,0,0,0,0,1,0
9965,126292,46,Autos,Salud,0,0,1,0,0,0
9975,126279,40,Autos,Patrimoniales,0,0,1,0,0,0
9975,15173,40,Patrimoniales,Cumplimiento,0,0,1,0,1,0
9980,15208,41,Salud,Autos,1,0,0,0,0,0
9983,126252,40,Autos,Salud,0,0,1,0,0,0
9995,126285,47,Autos,Patrimoniales,0,0,1,0,0,0
9996,15254,42,Vida,Autos,0,1,0,0,0,0
9997,15027,57,Cumplimiento,Autos,0,0,0,1,0,0
9997,133202,57,Autos,Vida,0,0,1,1,0,0
10000,15283,55,Vida,Autos,0,1,0,0,0,0
10004,14919,53,Autos,Salud,0,0,1,0,0,0
10014,15353,43,Vida,Salud,0,1,0,0,0,0
10014,15234,43,Salud,Autos,1,1,0,0,0,0
10020,15257,41,Vida,Salud,0,1,0,0,0,0
10020,15230,41,Salud,Autos,1,1,0,0,0,0
10021,15337,40,Vida,Patrimoniales,0,1,0,0,0,0
10031,211649,44,Autos,Patrimoniales,0,0,1,0,0,0
10033,81400,0,Autos,Patrimoniales,0,0,1,0,0,0
10033,135593,0,Patrimoniales,Salud,0,0,1,0,1,0
10038,15246,65,Salud,Autos,1,0,0,0,0,0
10039,158073,63,Patrimoniales,Autos,0,0,0,0,1,0
10042,160473,57,Salud,Vida,1,0,0,0,0,0
10043,15147,44,Patrimoniales,Autos,0,0,0,0,1,0
10043,158098,44,Autos,Vida,0,0,1,0,1,0
10046,15045,77,Cumplimiento,Autos,0,0,0,1,0,0
10046,126267,77,Autos,Patrimoniales,0,0,1,1,0,0
10050,211651,42,Patrimoniales,Autos,0,0,0,0,1,0
10071,126222,44,Patrimoniales,Vida,0,0,0,0,1,0
10095,15364,0,Salud,Autos,1,0,0,0,0,0
10107,81357,43,Autos,Salud,0,0,1,0,0,0
10120,29263,43,Salud,Autos,1,0,0,0,0,0
10120,22805,43,Autos,Vida,1,0,1,0,0,0
10133,15489,68,Autos,Salud,0,0,1,0,0,0
10133,15518,68,Salud,Patrimoniales,1,0,1,0,0,0
10133,15502,68,Patrimoniales,Vida,1,0,1,0,1,0
10135,15490,34,Autos,Vida,0,0,1,0,0,0
10137,15428,57,Salud,Autos,1,0,0,0,0,0
10143,22846,60,Vida,Salud,0,1,0,0,0,0
10150,15442,47,Vida,Patrimoniales,0,1,0,0,0,0
10155,15447,55,Vida,Salud,0,1,0,0,0,0
10164,15492,59,Autos,Salud,0,0,1,0,0,0
10181,15514,37,Salud,Vida,1,0,0,0,0,0
10181,15476,37,Vida,Autos,1,1,0,0,0,0
10182,15546,0,Vida,Salud,0,1,0,0,0,0
10184,15520,29,Salud,Vida,1,0,0,0,0,0
10187,15483,43,Vida,Salud,0,1,0,0,0,0
10188,15484,33,Vida,Salud,0,1,0,0,0,0
10198,15491,26,Autos,Patrimoniales,0,0,1,0,0,0
10199,22851,37,Vida,Salud,0,1,0,0,0,0
10217,96228,55,Autos,Salud,0,0,1,0,0,0
10230,15551,55,Vida,Autos,0,1,0,0,0,0
10230,15496,55,Autos,Salud,0,1,1,0,0,0
10231,15529,54,Salud,Autos,1,0,0,0,0,0
10435,158081,0,Autos,Patrimoniales,0,0,1,0,0,0
10472,161428,0,Autos,Vida,0,0,1,0,0,0
10476,126231,44,Autos,Salud,0,0,1,0,0,0
10518,126270,0,Autos,Salud,0,0,1,0,0,0
10520,126327,0,Vida,Autos,0,1,0,0,0,0
10601,118032,59,Autos,Patrimoniales,0,0,1,0,0,0
10637,182291,68,Patrimoniales,Autos,0,0,0,0,1,0
10649,126333,32,Vida,Autos,0,1,0,0,0,0
10651,126208,49,Salud,Vida,1,0,0,0,0,0
10654,126220,42,Patrimoniales,Salud,0,0,0,0,1,0
10682,16611,57,Salud,Autos,1,0,0,0,0,0
10682,80573,57,Autos,Vida,1,0,1,0,0,0
